"maprojid","magencyacro","magencyname","typecategory","totalplannedcommit","commit_total","spent_total"
"846SEED-QBRG","DPR","Department of Parks and Recreation","Fixed Asset","30000000","0","0"
"850PWMNPALVN","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","0","0","87000"
"846P-200PPCC","DPR","Department of Parks and Recreation","Fixed Asset","629000","353455.91","201685.84"
"846P-200PPGA","DPR","Department of Parks and Recreation","Fixed Asset","117795000","0","0"
"846P-410TPFP","DPR","Department of Parks and Recreation","Fixed Asset","326000","0","0"
"846P-108KHC1","DPR","Department of Parks and Recreation","Fixed Asset","660000","0","0"
"850PWDNUAUI","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","0","0","0"
"850PWFCNYHUB","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","0","0","0"
"846P-200PPGF","DPR","Department of Parks and Recreation","Fixed Asset","116000","13732.7","267.3"
"846P-200PPGR","DPR","Department of Parks and Recreation","Fixed Asset","0","0","0"
"846P-102PRNT","DPR","Department of Parks and Recreation","ITT, Vehicles, and Equipment","17740000","0","0"
"801ERFERRY","SBS","Department of Small Business Services",,"1852000","0","0"
"846P-200PPIP","DPR","Department of Parks and Recreation","Fixed Asset","0","0","0"
"846P-200PPLS","DPR","Department of Parks and Recreation","Fixed Asset","5709000","640515.74","14556.09"
"826CI-113-L","DEP","Department of Environmental Protection","Fixed Asset","32750000","7497142.46","285359.08"
"846P-200PPLW","DPR","Department of Parks and Recreation","Fixed Asset","3340000","268435.61","291543.76"
"846P-200PPTS","DPR","Department of Parks and Recreation","Fixed Asset","3956000","111089.27","231198.89"
"850SE848","DDC","Department of Design and Construction","Lump Sum","1243000","9675893.11","54971866.79"
"850PWDNTCAHV","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","874000","0","441661"
"850HED-569","DDC","Department of Design and Construction","Fixed Asset","2669000","12005887.85","61751888.55"
"846P-200PPWC","DPR","Department of Parks and Recreation","Fixed Asset","355000","0.00","11125.91"
"846P-200ZO11","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","105293.39"
"846P-2HRVSTR","DPR","Department of Parks and Recreation","Fixed Asset","0","0","104500"
"846SEED-PPLS","DPR","Department of Parks and Recreation","Fixed Asset","15600000","0","0"
"846P-3SUTTPK","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","9026.43"
"846P-104KILM","DPR","Department of Parks and Recreation","Fixed Asset","0","0.00","114709.73"
"846P-204ISPG","DPR","Department of Parks and Recreation","Fixed Asset","6202000","0","0"
"846SEED-BRDY","DPR","Department of Parks and Recreation","Fixed Asset","8544000","0","0"
"846P-3HIGHL3","DPR","Department of Parks and Recreation","Fixed Asset","6875000","5423573.99","117226.01"
"846P-3HLGAT2","DPR","Department of Parks and Recreation","Fixed Asset","0","0","0"
"846P-3HLNERP","DPR","Department of Parks and Recreation","Fixed Asset","115000","0","0"
"826IN-CITYAC","DEP","Department of Environmental Protection","Lump Sum","0","0","0"
"846P-413BPRC","DPR","Department of Parks and Recreation","Fixed Asset","2000000","0","0"
"846PV467SWBB","DPR","Department of Parks and Recreation","Fixed Asset","0","0","0"
"846P-104TCFF","DPR","Department of Parks and Recreation","Lump Sum","116000","88317","0"
"850PWKNJCCMP","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","0","0","35122"
"801FRESHYOU","SBS","Department of Small Business Services","Lump Sum","500000","0","0"
"846P-413BRO4","DPR","Department of Parks and Recreation","Fixed Asset","1430000","0","0"
"846SEED-BFNO","DPR","Department of Parks and Recreation","Fixed Asset","15400000","0","0"
"846SEED-BFPR","DPR","Department of Parks and Recreation","Fixed Asset","0","0","0"
"846P-303CAPJ","DPR","Department of Parks and Recreation","Fixed Asset","2150000","0","0"
"801HRARABAA","SBS","Department of Small Business Services","Lump Sum","1755000","0","0"
"846P-413BROK","DPR","Department of Parks and Recreation","Fixed Asset","764000","0","0"
"846P-106CICP","DPR","Department of Parks and Recreation","Lump Sum","0","0.00","77168.79"
"846P-501HPSP","DPR","Department of Parks and Recreation","Fixed Asset","600000","0","0"
"846P-312AGOR","DPR","Department of Parks and Recreation","Fixed Asset","3720000","0","0"
"846P-202BRD2","DPR","Department of Parks and Recreation","Fixed Asset","1806000","0","0"
"846P-502OTWN","DPR","Department of Parks and Recreation","Fixed Asset","0","0","0"
"846P-108SDPW","DPR","Department of Parks and Recreation","Fixed Asset","3869000","584793.22","54887.33"
"846SEED-PBBL","DPR","Department of Parks and Recreation","Fixed Asset","12522000","0","0"
"826LANDMG-13","DEP","Department of Environmental Protection","Lump Sum","0","0","0"
"846P-311RIFL","DPR","Department of Parks and Recreation","Fixed Asset","318000","0","0"
"846P-415SCHL","DPR","Department of Parks and Recreation","Lump Sum","20105000","0","0"
"846P-310MGSL","DPR","Department of Parks and Recreation","Fixed Asset","0","0","0"
"846P-311MGAP","DPR","Department of Parks and Recreation","Fixed Asset","13794000","994394.82","11493.18"
"126PV123LOBY","DCLA","Department of Cultural Affairs","Lump Sum","1619000","0","0"
"801HRDMN05D1","SBS","Department of Small Business Services","Lump Sum","5050000","0","0"
"846P-405FPDH","DPR","Department of Parks and Recreation","Fixed Asset","2420000","0","0"
"801HLKNWYCK","SBS","Department of Small Business Services","Lump Sum","0","0","0"
"846P-409FPAR","DPR","Department of Parks and Recreation","Fixed Asset","6077000","70551.02","79448.98"
"846P-301WMKT","DPR","Department of Parks and Recreation","Fixed Asset","248000","0","0"
"801HRDN04D1","SBS","Department of Small Business Services","Lump Sum","0","0","0"
"846P-2BELTPF","DPR","Department of Parks and Recreation","Fixed Asset","1239000","3966939.99","227125.01"
"846P-307TDRV","DPR","Department of Parks and Recreation","Fixed Asset","245000","0","0"
"850HWX413","DDC","Department of Design and Construction",,"38836000","2009751.68","0"
"850HWK1669B","DDC","Department of Design and Construction","ITT, Vehicles, and Equipment","144788000","3499690.35","2136381.05"
"801CYPRESSH","SBS","Department of Small Business Services","Lump Sum","790000","0","0"
"850HWCSCH3A","DDC","Department of Design and Construction","Lump Sum","0","0.00","3263467.78"
"850HWCSCH3MM","DDC","Department of Design and Construction","Lump Sum","0","8228.20","6119963.45"
"850HWXJEROME","DDC","Department of Design and Construction","Lump Sum","12703000","0","0"
"801PWDNCAH","SBS","Department of Small Business Services","Lump Sum","16800000","0","0"
"801QHOUSE3","SBS","Department of Small Business Services","Lump Sum","82000","0","1468488"
"826LFK-RELO","DEP","Department of Environmental Protection","Fixed Asset","9363000","0","0"
"850HWCSCHPKR","DDC","Department of Design and Construction","Lump Sum","2258000","9540762.39","16059577.21"
"850GI-BX-PP","DDC","Department of Design and Construction","Fixed Asset","53395000","999221.07","5096850.93"
"850HWCSCHPMN","DDC","Department of Design and Construction","Lump Sum","34357000","342690.27","3149529.82"
"826ASB-REM","DEP","Department of Environmental Protection","Fixed Asset","3740000","2058828.56","2279676.46"
"850QED1060","DDC","Department of Design and Construction","Fixed Asset","64834000","1330211.34","259546.02"
"801KIPDOME2","SBS","Department of Small Business Services","Lump Sum","0","0.0","383887.8"
"801PWDNCAH2","SBS","Department of Small Business Services","Lump Sum","0","0","0"
"801PWGIRLSCT","SBS","Department of Small Business Services","Lump Sum","500000","0","0"
"826ACEDEP502","DEP","Department of Environmental Protection","Fixed Asset","61000","0.00","6931253.90"
"850HWS2006C","DDC","Department of Design and Construction","Fixed Asset","0","35819.96","3505077.08"
"801TISHAUDRE","SBS","Department of Small Business Services","Lump Sum","1750000","0","0"
"81926202403","HHC","Health and Hospitals Corporation","Lump Sum","0","0","0"
"850HWQ724B","DDC","Department of Design and Construction","Fixed Asset","57232000","1763289.69","9373068.92"
"850HWCSCH3H2","DDC","Department of Design and Construction","Lump Sum","0","374349.48","1255191.71"
"850AGDNJCCSE","DDC","Department of Design and Construction","Lump Sum","331000","0","0"
"850HHDNWOMAN","DDC","Department of Design and Construction","Lump Sum","0","0","0"
"850HL82ARCH","DDC","Department of Design and Construction","Lump Sum","0","0","0"
"850QED-976","DDC","Department of Design and Construction","Fixed Asset","1718000","7003309.04","57010353.22"
"850HWCSCH3B3","DDC","Department of Design and Construction","Lump Sum","363000","69.48","4107397.57"
"850HWS2005X","DDC","Department of Design and Construction","Fixed Asset","0","0.00","3057820.51"
"850HRDN02I","DDC","Department of Design and Construction","Lump Sum","0","0","0"
"850HWQ100SBB","DDC","Department of Design and Construction","Fixed Asset","43857000","1560539.77","4075472.28"
"850QED-1056","DDC","Department of Design and Construction",,"5438000","9482360.12","8573466.70"
"850HLDNICLTL","DDC","Department of Design and Construction","Lump Sum","0","0","0"
"850HLKNBPZMC","DDC","Department of Design and Construction","Lump Sum","1000000","0","0"
"850SANDHW24","DDC","Department of Design and Construction",,"296000","2761281.96","13244655.24"
"850QED-1055","DDC","Department of Design and Construction",,"4186000","4362895.52","7755479.53"
"850JCCVEHHD2","DDC","Department of Design and Construction","Lump Sum","164000","0","0"
"850PWPALBK","DDC","Department of Design and Construction","Lump Sum","70000","0","0"
"850QED-1030","DDC","Department of Design and Construction","Lump Sum","0","811495.55","8524721.94"
"850SAND349FM","DDC","Department of Design and Construction","Lump Sum","0","578161.53","8031683.02"
"850PWDNTCAHI","DDC","Department of Design and Construction","Lump Sum","0","0","0"
"056PO79BMUPS","NYPD","Police Department","Fixed Asset","25000","0","37481769"
"126PV038ATC2","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV040BTH1","DCLA","Department of Cultural Affairs","Fixed Asset","425000","0","0"
"850HWX100SBC","DDC","Department of Design and Construction","Fixed Asset","3755000","49553985.09","7833240.62"
"126PV209-HOL","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV176-REP","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV274THTR","DCLA","Department of Cultural Affairs","Fixed Asset","500000","0","0"
"850SANDRESPC","DDC","Department of Design and Construction",,"26903000","130172911.02","67528806.45"
"850SEQPGRD2","DDC","Department of Design and Construction","Lump Sum","33510000","440929.85","1487095.15"
"850CK26W02BS","DDC","Department of Design and Construction",,"35784000","4845658.36","85755.64"
"850SETVDDC16","DDC","Department of Design and Construction","Fixed Asset","199000","1994287.73","1181759.43"
"126PV274PERI","DCLA","Department of Cultural Affairs","Fixed Asset","3186000","0","0"
"850MIBBNC003","DDC","Department of Design and Construction","Lump Sum","3065000","7872456.35","53450199.87"
"850HWK2013GB","DDC","Department of Design and Construction","Fixed Asset","150000","2036378.73","12112883.16"
"801ADA-UCP","SBS","Department of Small Business Services","Fixed Asset","500000","0","0"
"801CONEYWACQ","SBS","Department of Small Business Services","Fixed Asset","8106000","0.00","30893316.35"
"850SEQNS004","DDC","Department of Design and Construction","Lump Sum","2919000","5440624.46","18406347.65"
"850HWCRCDB","DDC","Department of Design and Construction","Fixed Asset","67777000","64860910.20","7764320.49"
"850HD-161DPL","DDC","Department of Design and Construction","Fixed Asset","4525000","11062016.26","2989335.85"
"801HLDNWYCKF","SBS","Department of Small Business Services","Fixed Asset","2000000","0","0"
"801HLEDEN2IO","SBS","Department of Small Business Services","Fixed Asset","47000","0","953325"
"801HLWYCKOFF","SBS","Department of Small Business Services","Fixed Asset","5800000","0","0"
"801HLUNIONAA","SBS","Department of Small Business Services","Fixed Asset","750000","0","0"
"850RED395AC","DDC","Department of Design and Construction","Lump Sum","10418000","13807813.69","8529599.49"
"850MIBBNC002","DDC","Department of Design and Construction","Fixed Asset","4593000","3316759.14","51571026.53"
"850MED669","DDC","Department of Design and Construction","Fixed Asset","55671000","67235945.05","11872756.54"
"801HLXUNIONS","SBS","Department of Small Business Services","Fixed Asset","250000","0","0"
"850HWM10INWD","DDC","Department of Design and Construction",,"29268000","145558","1000000"
"801HRDKN05J1","SBS","Department of Small Business Services","Fixed Asset","0","0","0"
"801MSICUEXPA","SBS","Department of Small Business Services","Fixed Asset","5000000","0","0"
"850HWQ1190A","DDC","Department of Design and Construction","Fixed Asset","120919000","3000179.43","11757194.58"
"801NYPDHRP76","SBS","Department of Small Business Services","Fixed Asset","0","240575.07","366363.73"
"850SER002334","DDC","Department of Design and Construction","Fixed Asset","39775000","177826.15","168044.53"
"850SEQNS005","DDC","Department of Design and Construction","Lump Sum","26400000","0","1600000"
"850HWK100SBC","DDC","Department of Design and Construction","Fixed Asset","1630000","31139707.64","59384013.21"
"801NYULHQ","SBS","Department of Small Business Services","Fixed Asset","8300000","0","0"
"850GQTI10-03","DDC","Department of Design and Construction","Fixed Asset","0","4415664.75","9849152.79"
"850HWPR18X","DDC","Department of Design and Construction","Fixed Asset","1000","204663.66","8826115.84"
"850HWCSCH4A","DDC","Department of Design and Construction","Lump Sum","0","589695.98","6743149.17"
"850SAND349F2","DDC","Department of Design and Construction","Lump Sum","581000","617320.35","6644858.09"
"801LICRENOV","SBS","Department of Small Business Services","Fixed Asset","750000","0","0"
"801P-2CPIRHR","SBS","Department of Small Business Services","Fixed Asset","0","0","0"
"850RED-388","DDC","Department of Design and Construction",,"693000","1793376.73","9902677.22"
"801P-3HIGHLL","SBS","Department of Small Business Services","Fixed Asset","98000","1421416.77","4131193.23"
"850QED-1050","DDC","Department of Design and Construction",,"1450000","3245256.54","9810788.87"
"850HWR703","DDC","Department of Design and Construction","Lump Sum","42535000","3261776","0"
"801P-3RETWAL","SBS","Department of Small Business Services","Fixed Asset","0","176722.46","4055349.85"
"850HWCSCH4B1","DDC","Department of Design and Construction","Lump Sum","10000","501984.76","8616487.15"
"850QED-1054","DDC","Department of Design and Construction",,"1188000","8412434.65","13726560.40"
"850SER200319","DDC","Department of Design and Construction",,"151134000","0","0"
"850HWCSCH3G1","DDC","Department of Design and Construction","Lump Sum","0","814088.37","2983998.90"
"801P-209MTPP","SBS","Department of Small Business Services","Fixed Asset","9882000","1814341.91","236751.63"
"801P-2BUSHDE","SBS","Department of Small Business Services","Fixed Asset","0","2136001.23","3850327.07"
"801P-1ORCHPA","SBS","Department of Small Business Services","Fixed Asset","15013000","15161774.25","94206385.02"
"801QCHFOREST","SBS","Department of Small Business Services","Fixed Asset","2750000","0","0"
"801PV075BMSA","SBS","Department of Small Business Services","Fixed Asset","0","0","0"
"801PWDKIPS3","SBS","Department of Small Business Services","Fixed Asset","114000","0","913647"
"850HWKNUAV","DDC","Department of Design and Construction","Fixed Asset","71880000","2162561.26","765095.74"
"850HWQ1210","DDC","Department of Design and Construction","Lump Sum","81600000","4838477.37","300000"
